"Município";"Masculino";"Feminino";"Total"
"353790 Pilar do Sul";13418;12877;26295
"353800 Pindamonhangaba";71272;72962;144234
"353810 Pindorama";7552;7268;14820
"353820 Pinhalzinho";6493;6292;12785
"353830 Piquerobi";1798;1804;3602
"353850 Piquete";7171;7584;14755
"353860 Piracaia";12631;12547;25178
"353870 Piracicaba";177926;184678;362604
"353880 Piraju";14107;14858;28965
"353890 Pirajuí";12252;10210;22462
"353900 Pirangi";5453;5244;10697
"353910 Pirapora do Bom Jesus";7534;7582;15116
"353920 Pirapozinho";11993;12511;24504
"353930 Pirassununga";34443;35728;70171
"353940 Piratininga";5938;5976;11914
"353950 Pitangueiras";17807;17097;34904
"353960 Planalto";2229;2104;4333
"353970 Platina";1649;1521;3170
"353980 Poá";51222;54244;105466
"353990 Poloni";2641;2697;5338
"354000 Pompéia";9783;10117;19900
"354010 Pongaí";1870;1754;3624
"354020 Pontal";19847;18222;38069
"354025 Pontalinda";2110;1901;4011
"354030 Pontes Gestal";1298;1284;2582
"354040 Populina";2249;2139;4388
"354050 Porangaba";4167;3859;8026
"354060 Porto Feliz";24614;24418;49032
"354070 Porto Ferreira";25533;25892;51425
"354075 Potim";9966;8177;18143
"354080 Potirendaba";7792;7488;15280
"354085 Pracinha";1672;833;2505
"354090 Pradópolis";8397;8070;16467
"354100 Praia Grande";119798;128186;247984
"354105 Pratânia";2335;2180;4515
"354110 Presidente Alves";2125;2151;4276
"354120 Presidente Bernardes";7114;7092;14206
"354130 Presidente Epitácio";20493;21188;41681
"354140 Presidente Prudente";99892;107110;207002
"354150 Presidente Venceslau";19295;19328;38623
"354160 Promissão";17610;17547;35157
"354165 Quadra";1649;1490;3139
"354170 Quatá";6371;6388;12759
"354180 Queiroz";1375;1311;2686
"354190 Queluz";5538;5387;10925
"354200 Quintana";2968;3010;5978
"354210 Rafard";4332;4405;8737
"354220 Rancharia";14522;14940;29462
"354230 Redenção da Serra";2103;1911;4014
"354240 Regente Feijó";9195;9288;18483
"354250 Reginópolis";4012;2721;6733
"354260 Registro";27335;28034;55369
"354270 Restinga";3250;3194;6444
"354280 Ribeira";1809;1670;3479
"354290 Ribeirão Bonito";6126;6029;12155
"354300 Ribeirão Branco";10112;9452;19564
"354310 Ribeirão Corrente";2229;2027;4256
"354320 Ribeirão do Sul";2295;2269;4564
"354323 Ribeirão dos Índios";1130;1118;2248
"354325 Ribeirão Grande";3889;3695;7584
"354330 Ribeirão Pires";55554;57617;113171
"354340 Ribeirão Preto";283454;305898;589352
"354360 Rifaina";1757;1726;3483
"354370 Rincão";5367;5264;10631
"354380 Rinópolis";5249;5011;10260
"354390 Rio Claro";90345;94920;185265
"354400 Rio das Pedras";14412;14006;28418
"354410 Rio Grande da Serra";21353;21616;42969
"354420 Riolândia";5760;4468;10228
"354350 Riversul";3305;3304;6609
"354425 Rosana";10728;10754;21482
"354430 Roseira";4812;4709;9521
"354440 Rubiácea";1372;1305;2677
"354450 Rubinéia";1414;1442;2856
"354460 Sabino";2643;2617;5260
"354470 Sagres";1237;1226;2463
"354480 Sales";2715;2601;5316
"354490 Sales Oliveira";5201;5247;10448
"354500 Salesópolis";7901;7721;15622
"354510 Salmourão";2470;2337;4807
"354515 Saltinho";3424;3428;6852
"354520 Salto";51744;52583;104327
"354530 Salto de Pirapora";19740;19833;39573
"354540 Salto Grande";4427;4463;8890
"354550 Sandovalina";1821;1784;3605
"354560 Santa Adélia";7235;7170;14405
"354570 Santa Albertina";2944;2872;5816
"354580 Santa Bárbara d'Oeste";90019;91241;181260
"354600 Santa Branca";6955;6906;13861
"354610 Santa Clara d'Oeste";1097;1047;2144
"354620 Santa Cruz da Conceição";1979;1978;3957
"354625 Santa Cruz da Esperança";976;976;1952
"354630 Santa Cruz das Palmeiras";14883;14456;29339
"354640 Santa Cruz do Rio Pardo";21679;22377;44056
"354650 Santa Ernestina";2988;2760;5748
"354660 Santa Fé do Sul";14080;15035;29115
"354670 Santa Gertrudes";10377;10074;20451
"354680 Santa Isabel";24917;24731;49648
"354690 Santa Lúcia";4209;4114;8323
"354700 Santa Maria da Serra";2724;2597;5321
"354710 Santa Mercedes";1460;1428;2888
"354740 Santa Rita d'Oeste";1321;1326;2647
"354750 Santa Rita do Passa Quatro";13106;13885;26991
"354760 Santa Rosa de Viterbo";11754;11947;23701
"354765 Santa Salete";758;702;1460
"354720 Santana da Ponte Pensa";906;847;1753
"354730 Santana de Parnaíba";50144;51194;101338
"354770 Santo Anastácio";10269;10761;21030
"354780 Santo André";329083;355036;684119
"354790 Santo Antônio da Alegria";3262;3029;6291
"354800 Santo Antônio de Posse";10293;10093;20386
"354805 Santo Antônio do Aracanguá";3895;3703;7598
"354810 Santo Antônio do Jardim";3170;2973;6143
"354820 Santo Antônio do Pinhal";3345;3245;6590
"354830 Santo Expedito";1404;1382;2786
"354840 Santópolis do Aguapeí";2150;2090;4240
"354850 Santos";197021;231682;428703
"354860 São Bento do Sapucaí";5403;5274;10677
"354870 São Bernardo do Campo";370384;394464;764848
"354880 São Caetano do Sul";69489;80555;150044
"354890 São Carlos";107627;110950;218577
"354900 São Francisco";1448;1430;2878
"354910 São João da Boa Vista";40774;42964;83738
"354920 São João das Duas Pontes";1333;1320;2653
"354925 São João de Iracema";908;881;1789
"354930 São João do Pau d'Alho";1099;1075;2174
"354940 São Joaquim da Barra";22674;23467;46141
"354950 São José da Bela Vista";4363;4140;8503
"354960 São José do Barreiro";2132;2059;4191
"354970 São José do Rio Pardo";25929;26638;52567
"354980 São José do Rio Preto";194157;208933;403090
"354990 São José dos Campos";303661;314207;617868
"354995 São Lourenço da Serra";6984;6791;13775
"355000 São Luís do Paraitinga";5467;5180;10647
"355010 São Manuel";19031;19671;38702
"355020 São Miguel Arcanjo";16307;15680;31987
"355030 São Paulo";5354235;5920115;11274350
"355040 São Pedro";15309;15980;31289
"355050 São Pedro do Turvo";3696;3578;7274
"355060 São Roque";38030;39033;77063
"355070 São Sebastião";35595;35383;70978
"355080 São Sebastião da Grama";6361;6123;12484
"355090 São Simão";7157;7324;14481
"355100 São Vicente";159753;171898;331651
"355110 Sarapuí";4556;4321;8877
"355120 Sarutaiá";1879;1861;3740
"355130 Sebastianópolis do Sul";1491;1468;2959
"355140 Serra Azul";6068;4328;10396
"355160 Serra Negra";12846;13407;26253
"355150 Serrana";19051;18882;37933
"355170 Sertãozinho";53902;54190;108092
"355180 Sete Barras";6978;6537;13515
"355190 Severínia";7943;7359;15302
"355200 Silveiras";2959;2846;5805
"355210 Socorro";18097;18268;36365
"355220 Sorocaba";280866;291952;572818
"355230 Sud Mennucci";3834;3753;7587
"355240 Sumaré";116502;117286;233788
"355255 Suzanápolis";1700;1587;3287
"355250 Suzano";127257;131367;258624
"355260 Tabapuã";5756;5614;11370
"355270 Tabatinga";7457;7071;14528
"355280 Taboão da Serra";113405;123000;236405
"355290 Taciba";2878;2824;5702
"355300 Taguaí";5045;5046;10091
"355310 Taiaçu";3008;2942;5950
"355320 Taiúva";2782;2809;5591
"355330 Tambaú";11470;11412;22882
"355340 Tanabi";12073;12107;24180
"355350 Tapiraí";4246;4115;8361
"355360 Tapiratiba";6496;6597;13093
"355365 Taquaral";1413;1375;2788
"355370 Taquaritinga";27213;27460;54673
"355380 Taquarituba";11358;11359;22717
"355385 Taquarivaí";2553;2518;5071
"355390 Tarabai";3260;3259;6519
"355395 Tarumã";6403;6151;12554
"355400 Tatuí";52409;53317;105726
"355410 Taubaté";135200;139790;274990
"355420 Tejupá";2628;2448;5076
"355430 Teodoro Sampaio";10730;10745;21475
"355440 Terra Roxa";4293;4188;8481
"355450 Tietê";17958;18223;36181
"355460 Timburi";1413;1319;2732
"355465 Torre de Pedra";1179;1095;2274
"355470 Torrinha";4755;4646;9401
"355475 Trabiju";770;762;1532
"355480 Tremembé";21116;19006;40122
"355490 Três Fronteiras";2745;2729;5474
"355495 Tuiuti";2967;2814;5781
"355500 Tupã";31523;33382;64905
"355510 Tupi Paulista";7459;6852;14311
"355520 Turiúba";1010;954;1964
"355530 Turmalina";1067;1071;2138
"355535 Ubarana";2628;2469;5097
"355540 Ubatuba";38592;38523;77115
"355550 Ubirajara";2288;2162;4450
"355560 Uchoa";4781;4781;9562
"355570 União Paulista";814;750;1564
"355580 Urânia";4505;4532;9037
"355590 Uru";681;644;1325
"355600 Urupês";6375;6374;12749
"355610 Valentim Gentil";5341;5235;10576
"355620 Valinhos";50583;51678;102261
"355630 Valparaíso";11886;10036;21922
"355635 Vargem";4356;4112;8468
"355640 Vargem Grande do Sul";19541;19763;39304
"355645 Vargem Grande Paulista";20396;20564;40960
"355650 Várzea Paulista";52680;52688;105368
"355660 Vera Cruz";5494;5618;11112
"355670 Vinhedo";29858;30404;60262
"355680 Viradouro";8726;8579;17305
"355690 Vista Alegre do Alto";3284;3134;6418
"355695 Vitória Brasil";906;853;1759
"355700 Votorantim";53471;54070;107541
"355710 Votuporanga";41047;42946;83993
"355715 Zacarias";1154;1121;2275
"Total";19989516;20984760;40974276
&
"Município";"Masculino";"Feminino";"Total"
"350010 Adamantina";16710;17732;34442
"350020 Adolfo";1845;1842;3687
"350030 Aguaí";15778;15554;31332
"350040 Águas da Prata";3784;3795;7579
"350050 Águas de Lindóia";8468;8745;17213
"350055 Águas de Santa Bárbara";2786;2794;5580
"350060 Águas de São Pedro";1140;1307;2447
"350070 Agudos";17122;17385;34507
"350075 Alambari";2290;2223;4513
"350080 Alfredo Marcondes";1979;1924;3903
"350090 Altair";2022;1768;3790
"350100 Altinópolis";7991;7918;15909
"350110 Alto Alegre";2206;2050;4256
"350115 Alumínio";8383;8217;16600
"350120 Álvares Florence";2149;1999;4148
"350130 Álvares Machado";11825;11886;23711
"350140 Álvaro de Carvalho";2801;1743;4544
"350150 Alvinlândia";1498;1506;3004
"350160 Americana";100634;103817;204451
"350170 Américo Brasiliense";16584;16257;32841
"350180 Américo de Campos";2903;2888;5791
"350190 Amparo";32295;32903;65198
"350200 Analândia";2122;1991;4113
"350210 Andradina";27839;28675;56514
"350220 Angatuba";11003;10572;21575
"350230 Anhembi";2760;2584;5344
"350240 Anhumas";1860;1835;3695
"350250 Aparecida";17366;18390;35756
"350260 Aparecida d'Oeste";2342;2398;4740
"350270 Apiaí";13310;13217;26527
"350275 Araçariguama";7746;7409;15155
"350280 Araçatuba";87366;93501;180867
"350290 Araçoiaba da Serra";12539;12458;24997
"350300 Aramina";2583;2533;5116
"350310 Arandu";3157;3081;6238
"350315 Arapeí";1290;1308;2598
"350320 Araraquara";98349;104805;203154
"350330 Araras";57454;58357;115811
"350335 Arco-Íris";1054;1007;2061
"350340 Arealva";3983;3802;7785
"350350 Areias";1878;1864;3742
"350360 Areiópolis";5519;5188;10707
"350370 Ariranha";4244;4078;8322
"350380 Artur Nogueira";20461;20403;40864
"350390 Arujá";34923;35541;70464
"350395 Aspásia";958;912;1870
"350400 Assis";45872;48339;94211
"350410 Atibaia";60914;62576;123490
"350420 Auriflama";7163;7090;14253
"350430 Avaí";2508;2421;4929
"350440 Avanhandava";5629;4968;10597
"350450 Avaré";40929;41355;82284
"350460 Bady Bassitt";6863;6879;13742
"350470 Balbinos";2006;848;2854
"350480 Bálsamo";3961;4063;8024
"350490 Bananal";5079;5176;10255
"350500 Barão de Antonina";1561;1499;3060
"350510 Barbosa";3258;3189;6447
"350520 Bariri";15517;15475;30992
"350530 Barra Bonita";17813;18322;36135
"350535 Barra do Chapéu";2775;2432;5207
"350540 Barra do Turvo";4198;3853;8051
"350550 Barretos";54046;57390;111436
"350560 Barrinha";13851;13615;27466
"350570 Barueri";114253;119264;233517
"350580 Bastos";10360;10602;20962
"350590 Batatais";27485;28173;55658
"350600 Bauru";165692;175130;340822
"350610 Bebedouro";37491;39150;76641
"350620 Bento de Abreu";1339;1286;2625
"350630 Bernardino de Campos";5409;5588;10997
"350635 Bertioga";21164;20691;41855
"350640 Bilac";3369;3464;6833
"350650 Birigui";51755;53799;105554
"350660 Biritiba-Mirim";14002;13688;27690
"350670 Boa Esperança do Sul";6847;6688;13535
"350680 Bocaina";5261;5290;10551
"350690 Bofete";4625;4328;8953
"350700 Boituva";22178;21788;43966
"350710 Bom Jesus dos Perdões";8879;8780;17659
"350715 Bom Sucesso de Itararé";1806;1713;3519
"350720 Borá";423;396;819
"350730 Boracéia";2121;2037;4158
"350740 Borborema";7256;7079;14335
"350745 Borebi";1115;1090;2205
"350750 Botucatu";59734;63048;122782
"350760 Bragança Paulista";69809;71777;141586
"350770 Braúna";2499;2387;4886
"350775 Brejo Alegre";1303;1225;2528
"350780 Brodowski";9983;10053;20036
"350790 Brotas";10506;10510;21016
"350800 Buri";9623;8994;18617
"350810 Buritama";7580;7576;15156
"350820 Buritizal";2039;1958;3997
"350830 Cabrália Paulista";2310;2267;4577
"350840 Cabreúva";19928;19298;39226
"350850 Caçapava";41274;42027;83301
"350860 Cachoeira Paulista";14620;15024;29644
"350870 Caconde";9508;9386;18894
"350880 Cafelândia";8224;8440;16664
"350890 Caiabu";2135;2031;4166
"350900 Caieiras";40570;41941;82511
"350910 Caiuá";2545;2278;4823
"350920 Cajamar";30197;30156;60353
"350925 Cajati";14956;14389;29345
"350930 Cajobi";5032;4724;9756
"350940 Cajuru";11509;11377;22886
"350945 Campina do Monte Alegre";2843;2710;5553
"350950 Campinas";513908;547385;1061293
"350960 Campo Limpo Paulista";35407;36301;71708
"350970 Campos do Jordão";23408;24079;47487
"350980 Campos Novos Paulista";2325;2177;4502
"350990 Cananéia";6313;6217;12530
"350995 Canas";2138;2045;4183
"351000 Cândido Mota";15003;15319;30322
"351010 Cândido Rodrigues";1337;1370;2707
"351015 Canitar";2097;2024;4121
"351020 Capão Bonito";23706;23729;47435
"351030 Capela do Alto";8609;8037;16646
"351040 Capivari";23450;23449;46899
"351050 Caraguatatuba";47173;47394;94567
"351060 Carapicuíba";179390;188783;368173
"351070 Cardoso";5947;6046;11993
"351080 Casa Branca";14982;13375;28357
"351090 Cássia dos Coqueiros";1426;1360;2786
"351100 Castilho";8612;8606;17218
"351110 Catanduva";54899;57746;112645
"351120 Catiguá";3614;3450;7064
"351130 Cedral";3833;3823;7656
"351140 Cerqueira César";8457;8539;16996
"351150 Cerquilho";18190;18378;36568
"351160 Cesário Lange";7742;7112;14854
"351170 Charqueada";7416;7211;14627
"355720 Chavantes";6168;6250;12418
"351190 Clementina";3412;3165;6577
"351200 Colina";8723;8764;17487
"351210 Colômbia";3144;2970;6114
"351220 Conchal";12522;12281;24803
"351230 Conchas";8142;7973;16115
"351240 Cordeirópolis";10132;10063;20195
"351250 Coroados";2526;2510;5036
"351260 Coronel Macedo";2741;2602;5343
"351270 Corumbataí";2034;1896;3930
"351280 Cosmópolis";27267;27244;54511
"351290 Cosmorama";3775;3663;7438
"351300 Cotia";91109;94237;185346
"351310 Cravinhos";15704;15422;31126
"351320 Cristais Paulista";3786;3580;7366
"351330 Cruzália";1213;1243;2456
"351340 Cruzeiro";37805;39588;77393
"351350 Cubatão";58728;58609;117337
"351360 Cunha";11723;11113;22836
"351370 Descalvado";15325;15598;30923
"351380 Diadema";186031;196132;382163
"351385 Dirce Reis";875;826;1701
"351390 Divinolândia";5944;5832;11776
"351400 Dobrada";4035;3719;7754
"351410 Dois Córregos";12264;12182;24446
"351420 Dolcinópolis";1117;1048;2165
"351430 Dourado";4462;4340;8802
"351440 Dracena";21252;21906;43158
"351450 Duartina";6170;6445;12615
"351460 Dumont";3848;3763;7611
"351470 Echaporã";3312;3347;6659
"351480 Eldorado";7587;7187;14774
"351490 Elias Fausto";7954;7441;15395
"351492 Elisiário";1571;1407;2978
"351495 Embaúba";1299;1200;2499
"351500 Embu das Artes";113742;119206;232948
"351510 Embu-Guaçu";30887;31015;61902
"351512 Emilianópolis";1542;1497;3039
"351515 Engenheiro Coelho";7222;6636;13858
"351518 Espírito Santo do Pinhal";20810;21485;42295
"351519 Espírito Santo do Turvo";2093;2026;4119
"355730 Estiva Gerbi";5006;4801;9807
"351520 Estrela d'Oeste";4251;4161;8412
"351530 Estrela do Norte";1395;1310;2705
"351535 Euclides da Cunha Paulista";5075;4972;10047
"351540 Fartura";7674;7871;15545
"351560 Fernando Prestes";2772;2848;5620
"351550 Fernandópolis";31822;33143;64965
"351565 Fernão";791;756;1547
"351570 Ferraz de Vasconcelos";79333;82658;161991
"351580 Flora Rica";973;984;1957
"351590 Floreal";1570;1586;3156
"351600 Flórida Paulista";6592;5867;12459
"351610 Florínia";1462;1547;3009
"351620 Franca";153926;159848;313774
"351630 Francisco Morato";74535;75335;149870
"351640 Franco da Rocha";64429;60987;125416
"351650 Gabriel Monteiro";1417;1359;2776
"351660 Gália";3777;3720;7497
"351670 Garça";21543;22562;44105
"351680 Gastão Vidigal";2141;1910;4051
"351685 Gavião Peixoto";2307;2097;4404
"351690 General Salgado";5539;5431;10970
"351700 Getulina";5885;4969;10854
"351710 Glicério";2320;2295;4615
"351720 Guaiçara";5173;5169;10342
"351730 Guaimbê";2727;2735;5462
"351740 Guaíra";18535;18623;37158
"351750 Guapiaçu";8523;8274;16797
"351760 Guapiara";9735;9342;19077
"351770 Guará";9961;9978;19939
"351780 Guaraçaí";4408;4396;8804
"351790 Guaraci";4974;4787;9761
"351800 Guarani d'Oeste";1015;1013;2028
"351810 Guarantã";3291;3226;6517
"351820 Guararapes";15098;15505;30603
"351830 Guararema";12550;12340;24890
"351840 Guaratinguetá";54045;57492;111537
"351850 Guareí";7628;5562;13190
"351860 Guariba";17457;17113;34570
"351870 Guarujá";140805;146387;287192
"351880 Guarulhos";582514;608814;1191328
"351885 Guatapará";3536;3355;6891
"351890 Guzolândia";2415;2267;4682
"351900 Herculândia";4338;4279;8617
"351905 Holambra";5061;4899;9960
"351907 Hortolândia";91318;90056;181374
"351910 Iacanga";4910;4654;9564
"351920 Iacri";3382;3324;6706
"351925 Iaras";3231;1993;5224
"351930 Ibaté";15200;14561;29761
"351940 Ibirá";5252;5325;10577
"351950 Ibirarema";3270;3207;6477
"351960 Ibitinga";25595;26213;51808
"351970 Ibiúna";35829;34329;70158
"351980 Icém";3726;3635;7361
"351990 Iepê";3807;3848;7655
"352000 Igaraçu do Tietê";11807;11790;23597
"352010 Igarapava";13752;14039;27791
"352020 Igaratá";4526;4294;8820
"352030 Iguape";14618;14322;28940
"352042 Ilha Comprida";4156;4168;8324
"352044 Ilha Solteira";12357;12856;25213
"352040 Ilhabela";13309;12653;25962
"352050 Indaiatuba";92100;92788;184888
"352060 Indiana";2512;2463;4975
"352070 Indiaporã";2005;2047;4052
"352080 Inúbia Paulista";1816;1774;3590
"352090 Ipaussu";6822;6716;13538
"352100 Iperó";13446;11626;25072
"352110 Ipeúna";2850;2648;5498
"352115 Ipiguá";2130;2049;4179
"352120 Iporanga";2306;2192;4498
"352130 Ipuã";6925;6653;13578
"352140 Iracemápolis";9410;9326;18736
"352150 Irapuã";3752;3446;7198
"352160 Irapuru";4298;3537;7835
"352170 Itaberá";9429;9242;18671
"352180 Itaí";12300;11092;23392
"352190 Itajobi";7438;7319;14757
"352200 Itaju";1612;1470;3082
"352210 Itanhaém";40721;42426;83147
