"Município";"Sim";"Não";"Total"
"353770 Piacatu";1;-;1
"353780 Piedade";6;9;15
"353790 Pilar do Sul";4;-;4
"353800 Pindamonhangaba";10;17;27
"353810 Pindorama";2;-;2
"353820 Pinhalzinho";2;-;2
"353850 Piquete";1;-;1
"353860 Piracaia";8;-;8
"353870 Piracicaba";32;77;109
"353880 Piraju";3;3;6
"353890 Pirajuí";8;2;10
"353900 Pirangi";1;-;1
"353910 Pirapora do Bom Jesus";2;-;2
"353920 Pirapozinho";8;1;9
"353930 Pirassununga";16;12;28
"353940 Piratininga";2;-;2
"353950 Pitangueiras";10;5;15
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";10;2;12
"353990 Poloni";1;1;2
"354000 Pompéia";8;23;31
"354010 Pongaí";1;-;1
"354020 Pontal";7;3;10
"354025 Pontalinda";1;-;1
"354030 Pontes Gestal";1;-;1
"354050 Porangaba";2;-;2
"354060 Porto Feliz";4;2;6
"354070 Porto Ferreira";3;8;11
"354075 Potim";4;-;4
"354080 Potirendaba";1;-;1
"354085 Pracinha";2;-;2
"354090 Pradópolis";1;1;2
"354100 Praia Grande";22;21;43
"354105 Pratânia";1;-;1
"354110 Presidente Alves";1;-;1
"354120 Presidente Bernardes";9;1;10
"354130 Presidente Epitácio";4;3;7
"354140 Presidente Prudente";53;58;111
"354150 Presidente Venceslau";12;1;13
"354160 Promissão";9;1;10
"354165 Quadra";1;-;1
"354170 Quatá";4;2;6
"354180 Queiroz";1;-;1
"354190 Queluz";3;-;3
"354200 Quintana";1;1;2
"354210 Rafard";1;-;1
"354220 Rancharia";8;1;9
"354230 Redenção da Serra";1;-;1
"354240 Regente Feijó";3;1;4
"354250 Reginópolis";3;-;3
"354260 Registro";10;1;11
"354270 Restinga";1;-;1
"354290 Ribeirão Bonito";1;1;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";1;-;1
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354325 Ribeirão Grande";1;-;1
"354330 Ribeirão Pires";36;16;52
"354340 Ribeirão Preto";140;187;327
"354370 Rincão";1;-;1
"354380 Rinópolis";1;-;1
"354390 Rio Claro";34;32;66
"354400 Rio das Pedras";3;2;5
"354410 Rio Grande da Serra";3;2;5
"354420 Riolândia";3;-;3
"354425 Rosana";2;3;5
"354430 Roseira";2;1;3
"354440 Rubiácea";1;-;1
"354450 Rubinéia";1;-;1
"354480 Sales";1;1;2
"354490 Sales Oliveira";1;-;1
"354500 Salesópolis";2;-;2
"354510 Salmourão";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";12;11;23
"354530 Salto de Pirapora";6;2;8
"354540 Salto Grande";2;-;2
"354550 Sandovalina";1;-;1
"354560 Santa Adélia";3;-;3
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";12;7;19
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";3;4;7
"354640 Santa Cruz do Rio Pardo";8;4;12
"354650 Santa Ernestina";1;-;1
"354660 Santa Fé do Sul";9;5;14
"354670 Santa Gertrudes";3;3;6
"354680 Santa Isabel";9;1;10
"354690 Santa Lúcia";1;-;1
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";11;2;13
"354760 Santa Rosa de Viterbo";2;3;5
"354765 Santa Salete";1;-;1
"354730 Santana de Parnaíba";35;-;35
"354770 Santo Anastácio";2;5;7
"354780 Santo André";85;116;201
"354790 Santo Antônio da Alegria";3;-;3
"354800 Santo Antônio de Posse";3;2;5
"354805 Santo Antônio do Aracanguá";1;-;1
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354850 Santos";91;137;228
"354860 São Bento do Sapucaí";3;-;3
"354870 São Bernardo do Campo";118;159;277
"354880 São Caetano do Sul";50;53;103
"354890 São Carlos";33;16;49
"354900 São Francisco";1;-;1
"354910 São João da Boa Vista";20;44;64
"354920 São João das Duas Pontes";1;-;1
"354930 São João do Pau d'Alho";1;-;1
"354940 São Joaquim da Barra";3;8;11
"354950 São José da Bela Vista";1;-;1
"354960 São José do Barreiro";2;-;2
"354970 São José do Rio Pardo";10;12;22
"354980 São José do Rio Preto";118;84;202
"354990 São José dos Campos";64;282;346
"354995 São Lourenço da Serra";1;-;1
"355000 São Luís do Paraitinga";1;-;1
"355010 São Manuel";3;12;15
"355020 São Miguel Arcanjo";5;-;5
"355030 São Paulo";1839;1354;3193
"355040 São Pedro";5;5;10
"355060 São Roque";6;20;26
"355070 São Sebastião";25;2;27
"355080 São Sebastião da Grama";5;1;6
"355090 São Simão";5;1;6
"355100 São Vicente";34;17;51
"355110 Sarapuí";1;-;1
"355120 Sarutaiá";1;-;1
"355130 Sebastianópolis do Sul";1;-;1
"355140 Serra Azul";5;-;5
"355160 Serra Negra";7;2;9
"355150 Serrana";4;-;4
"355170 Sertãozinho";10;34;44
"355180 Sete Barras";1;-;1
"355190 Severínia";2;-;2
"355200 Silveiras";-;1;1
"355210 Socorro";5;2;7
"355220 Sorocaba";71;82;153
"355230 Sud Mennucci";5;-;5
"355240 Sumaré";32;8;40
"355255 Suzanápolis";1;-;1
"355250 Suzano";22;15;37
"355260 Tabapuã";1;-;1
"355270 Tabatinga";1;1;2
"355280 Taboão da Serra";27;7;34
"355290 Taciba";1;-;1
"355300 Taguaí";1;-;1
"355310 Taiaçu";1;1;2
"355320 Taiúva";1;-;1
"355330 Tambaú";3;8;11
"355340 Tanabi";2;-;2
"355350 Tapiraí";1;-;1
"355360 Tapiratiba";1;-;1
"355365 Taquaral";1;-;1
"355370 Taquaritinga";10;4;14
"355380 Taquarituba";4;-;4
"355385 Taquarivaí";1;-;1
"355390 Tarabai";2;-;2
"355395 Tarumã";3;-;3
"355400 Tatuí";15;18;33
"355410 Taubaté";69;55;124
"355420 Tejupá";1;-;1
"355430 Teodoro Sampaio";2;2;4
"355450 Tietê";2;6;8
"355460 Timburi";1;-;1
"355470 Torrinha";1;-;1
"355475 Trabiju";1;-;1
"355480 Tremembé";15;1;16
"355490 Três Fronteiras";1;-;1
"355500 Tupã";18;8;26
"355510 Tupi Paulista";3;2;5
"355535 Ubarana";1;-;1
"355540 Ubatuba";8;5;13
"355550 Ubirajara";-;1;1
"355560 Uchoa";1;-;1
"355580 Urânia";2;-;2
"355600 Urupês";3;2;5
"355610 Valentim Gentil";1;-;1
"355620 Valinhos";16;11;27
"355630 Valparaíso";5;2;7
"355635 Vargem";-;10;10
"355640 Vargem Grande do Sul";4;7;11
"355645 Vargem Grande Paulista";6;10;16
"355650 Várzea Paulista";12;-;12
"355660 Vera Cruz";-;1;1
"355670 Vinhedo";18;17;35
"355680 Viradouro";4;3;7
"355690 Vista Alegre do Alto";1;-;1
"355695 Vitória Brasil";2;-;2
"355700 Votorantim";5;6;11
"355710 Votuporanga";14;25;39
"Total";6934;5405;12339
&
"Município";"Sim";"Não";"Total"
"350010 Adamantina";9;6;15
"350020 Adolfo";1;-;1
"350030 Aguaí";2;9;11
"350040 Águas da Prata";1;-;1
"350050 Águas de Lindóia";4;1;5
"350055 Águas de Santa Bárbara";1;-;1
"350060 Águas de São Pedro";2;-;2
"350070 Agudos";10;-;10
"350075 Alambari";1;-;1
"350080 Alfredo Marcondes";1;-;1
"350090 Altair";1;-;1
"350100 Altinópolis";10;-;10
"350115 Alumínio";2;1;3
"350120 Álvares Florence";2;-;2
"350130 Álvares Machado";7;-;7
"350140 Álvaro de Carvalho";3;-;3
"350150 Alvinlândia";1;-;1
"350160 Americana";25;62;87
"350170 Américo Brasiliense";9;1;10
"350180 Américo de Campos";1;-;1
"350190 Amparo";21;10;31
"350210 Andradina";16;12;28
"350220 Angatuba";3;-;3
"350230 Anhembi";1;-;1
"350240 Anhumas";1;-;1
"350250 Aparecida";5;2;7
"350270 Apiaí";5;-;5
"350275 Araçariguama";2;-;2
"350280 Araçatuba";40;44;84
"350290 Araçoiaba da Serra";3;2;5
"350300 Aramina";1;-;1
"350310 Arandu";1;-;1
"350315 Arapeí";1;-;1
"350320 Araraquara";53;45;98
"350330 Araras";21;18;39
"350335 Arco-Íris";1;-;1
"350340 Arealva";2;-;2
"350350 Areias";1;-;1
"350360 Areiópolis";1;-;1
"350370 Ariranha";6;-;6
"350380 Artur Nogueira";6;4;10
"350390 Arujá";2;9;11
"350395 Aspásia";1;-;1
"350400 Assis";30;18;48
"350410 Atibaia";14;39;53
"350420 Auriflama";1;1;2
"350430 Avaí";1;-;1
"350440 Avanhandava";1;-;1
"350450 Avaré";18;10;28
"350460 Bady Bassitt";2;-;2
"350480 Bálsamo";3;-;3
"350490 Bananal";1;-;1
"350500 Barão de Antonina";1;-;1
"350520 Bariri";2;1;3
"350530 Barra Bonita";5;5;10
"350540 Barra do Turvo";1;-;1
"350550 Barretos";32;9;41
"350560 Barrinha";2;-;2
"350570 Barueri";49;7;56
"350580 Bastos";2;1;3
"350590 Batatais";11;14;25
"350600 Bauru";102;46;148
"350610 Bebedouro";19;13;32
"350620 Bento de Abreu";1;-;1
"350630 Bernardino de Campos";2;-;2
"350635 Bertioga";5;2;7
"350640 Bilac";1;-;1
"350650 Birigui";12;8;20
"350660 Biritiba-Mirim";3;2;5
"350670 Boa Esperança do Sul";2;-;2
"350680 Bocaina";2;-;2
"350690 Bofete";2;-;2
"350700 Boituva";3;3;6
"350710 Bom Jesus dos Perdões";3;-;3
"350715 Bom Sucesso de Itararé";1;-;1
"350720 Borá";1;-;1
"350730 Boracéia";1;-;1
"350740 Borborema";3;1;4
"350745 Borebi";2;-;2
"350750 Botucatu";48;46;94
"350760 Bragança Paulista";25;19;44
"350775 Brejo Alegre";1;-;1
"350780 Brodowski";4;1;5
"350790 Brotas";2;1;3
"350800 Buri";2;-;2
"350810 Buritama";4;-;4
"350820 Buritizal";1;-;1
"350830 Cabrália Paulista";1;-;1
"350840 Cabreúva";4;-;4
"350850 Caçapava";8;24;32
"350860 Cachoeira Paulista";15;4;19
"350870 Caconde";4;-;4
"350880 Cafelândia";2;3;5
"350890 Caiabu";1;-;1
"350900 Caieiras";10;10;20
"350910 Caiuá";3;-;3
"350920 Cajamar";11;3;14
"350925 Cajati";4;1;5
"350930 Cajobi";2;1;3
"350940 Cajuru";4;1;5
"350945 Campina do Monte Alegre";1;-;1
"350950 Campinas";251;211;462
"350960 Campo Limpo Paulista";12;-;12
"350970 Campos do Jordão";15;1;16
"350980 Campos Novos Paulista";1;-;1
"350990 Cananéia";1;-;1
"350995 Canas";1;-;1
"351000 Cândido Mota";9;5;14
"351010 Cândido Rodrigues";1;-;1
"351015 Canitar";1;-;1
"351020 Capão Bonito";5;2;7
"351030 Capela do Alto";2;1;3
"351040 Capivari";11;11;22
"351050 Caraguatatuba";15;6;21
"351060 Carapicuíba";39;6;45
"351070 Cardoso";2;-;2
"351080 Casa Branca";28;3;31
"351090 Cássia dos Coqueiros";1;-;1
"351100 Castilho";1;2;3
"351110 Catanduva";28;16;44
"351120 Catiguá";1;-;1
"351130 Cedral";2;-;2
"351140 Cerqueira César";5;11;16
"351150 Cerquilho";2;16;18
"351160 Cesário Lange";3;-;3
"351170 Charqueada";-;2;2
"355720 Chavantes";1;-;1
"351190 Clementina";1;-;1
"351200 Colina";2;2;4
"351210 Colômbia";2;-;2
"351220 Conchal";10;2;12
"351230 Conchas";3;-;3
"351240 Cordeirópolis";6;-;6
"351260 Coronel Macedo";1;-;1
"351270 Corumbataí";1;-;1
"351280 Cosmópolis";11;9;20
"351290 Cosmorama";2;-;2
"351300 Cotia";23;9;32
"351310 Cravinhos";5;1;6
"351320 Cristais Paulista";1;-;1
"351330 Cruzália";2;-;2
"351340 Cruzeiro";13;31;44
"351350 Cubatão";23;21;44
"351360 Cunha";5;-;5
"351370 Descalvado";4;14;18
"351380 Diadema";58;11;69
"351385 Dirce Reis";1;-;1
"351390 Divinolândia";4;-;4
"351410 Dois Córregos";2;1;3
"351420 Dolcinópolis";1;-;1
"351430 Dourado";1;-;1
"351440 Dracena";16;13;29
"351450 Duartina";6;1;7
"351460 Dumont";1;-;1
"351470 Echaporã";1;-;1
"351490 Elias Fausto";4;-;4
"351492 Elisiário";1;-;1
"351495 Embaúba";1;-;1
"351500 Embu das Artes";23;-;23
"351510 Embu-Guaçu";4;1;5
"351512 Emilianópolis";1;-;1
"351515 Engenheiro Coelho";1;-;1
"351518 Espírito Santo do Pinhal";10;8;18
"351519 Espírito Santo do Turvo";1;-;1
"355730 Estiva Gerbi";2;-;2
"351520 Estrela d'Oeste";4;1;5
"351530 Estrela do Norte";1;-;1
"351535 Euclides da Cunha Paulista";2;-;2
"351540 Fartura";3;1;4
"351560 Fernando Prestes";1;-;1
"351550 Fernandópolis";16;37;53
"351565 Fernão";1;-;1
"351570 Ferraz de Vasconcelos";20;2;22
"351590 Floreal";1;-;1
"351600 Flórida Paulista";2;-;2
"351610 Florínia";1;-;1
"351620 Franca";44;76;120
"351630 Francisco Morato";13;-;13
"351640 Franco da Rocha";71;7;78
"351660 Gália";2;1;3
"351670 Garça";13;3;16
"351680 Gastão Vidigal";1;-;1
"351685 Gavião Peixoto";1;-;1
"351690 General Salgado";1;1;2
"351700 Getulina";1;-;1
"351710 Glicério";1;-;1
"351720 Guaiçara";1;-;1
"351730 Guaimbê";1;-;1
"351740 Guaíra";7;3;10
"351750 Guapiaçu";3;-;3
"351760 Guapiara";1;-;1
"351770 Guará";5;1;6
"351780 Guaraçaí";1;-;1
"351790 Guaraci";2;-;2
"351800 Guarani d'Oeste";1;-;1
"351810 Guarantã";1;-;1
"351820 Guararapes";4;-;4
"351830 Guararema";5;1;6
"351840 Guaratinguetá";17;23;40
"351850 Guareí";3;-;3
"351860 Guariba";14;1;15
"351870 Guarujá";24;15;39
"351880 Guarulhos";138;73;211
"351885 Guatapará";2;-;2
"351890 Guzolândia";3;-;3
"351900 Herculândia";3;-;3
"351905 Holambra";1;1;2
"351907 Hortolândia";28;1;29
"351910 Iacanga";2;1;3
"351920 Iacri";2;-;2
"351925 Iaras";5;-;5
"351930 Ibaté";3;-;3
"351940 Ibirá";1;-;1
"351950 Ibirarema";2;-;2
"351960 Ibitinga";3;1;4
"351970 Ibiúna";6;5;11
"351980 Icém";1;-;1
"351990 Iepê";1;-;1
"352000 Igaraçu do Tietê";2;-;2
"352010 Igarapava";6;5;11
"352020 Igaratá";2;-;2
"352030 Iguape";1;-;1
"352042 Ilha Comprida";1;-;1
"352044 Ilha Solteira";6;8;14
"352040 Ilhabela";6;1;7
"352050 Indaiatuba";31;25;56
"352060 Indiana";1;-;1
"352070 Indiaporã";2;-;2
"352080 Inúbia Paulista";1;-;1
"352090 Ipaussu";2;-;2
"352100 Iperó";6;2;8
"352110 Ipeúna";1;-;1
"352115 Ipiguá";1;-;1
"352130 Ipuã";4;-;4
"352140 Iracemápolis";2;-;2
"352150 Irapuã";1;-;1
"352160 Irapuru";8;-;8
"352170 Itaberá";3;-;3
"352180 Itaí";3;-;3
"352190 Itajobi";5;-;5
"352200 Itaju";1;-;1
"352210 Itanhaém";14;2;16
"352220 Itapecerica da Serra";18;3;21
"352230 Itapetininga";23;12;35
"352240 Itapeva";8;8;16
"352250 Itapevi";13;3;16
"352260 Itapira";17;21;38
"352270 Itápolis";15;1;16
"352280 Itaporanga";1;-;1
"352290 Itapuí";1;-;1
"352310 Itaquaquecetuba";11;2;13
"352320 Itararé";5;2;7
"352330 Itariri";1;-;1
"352340 Itatiba";18;13;31
"352350 Itatinga";1;1;2
"352360 Itirapina";6;-;6
"352370 Itirapuã";4;-;4
"352380 Itobi";1;-;1
"352390 Itu";25;9;34
"352400 Itupeva";9;2;11
"352410 Ituverava";8;7;15
"352430 Jaboticabal";16;5;21
"352440 Jacareí";38;43;81
"352450 Jaci";7;-;7
"352460 Jacupiranga";1;2;3
"352470 Jaguariúna";7;12;19
"352480 Jales";9;12;21
"352500 Jandira";11;4;15
"352510 Jardinópolis";7;1;8
"352520 Jarinu";2;1;3
"352530 Jaú";31;18;49
"352550 Joanópolis";1;1;2
"352560 João Ramalho";2;-;2
"352570 José Bonifácio";3;2;5
"352580 Júlio Mesquita";1;-;1
"352590 Jundiaí";71;168;239
"352600 Junqueirópolis";4;-;4
"352610 Juquiá";2;1;3
"352620 Juquitiba";3;-;3
"352630 Lagoinha";1;-;1
"352640 Laranjal Paulista";5;4;9
"352650 Lavínia";4;-;4
"352660 Lavrinhas";1;-;1
"352670 Leme";11;9;20
"352680 Lençóis Paulista";6;3;9
"352690 Limeira";53;29;82
"352700 Lindóia";1;-;1
"352710 Lins";18;21;39
"352720 Lorena";12;11;23
"352730 Louveira";10;1;11
"352740 Lucélia";6;-;6
"352760 Luís Antônio";3;-;3
"352790 Lutécia";1;-;1
"352800 Macatuba";5;1;6
"352810 Macaubal";1;-;1
"352820 Macedônia";1;-;1
"352830 Magda";1;-;1
"352840 Mairinque";5;1;6
"352850 Mairiporã";12;10;22
"352870 Marabá Paulista";1;-;1
"352880 Maracaí";6;-;6
"352885 Marapoama";1;-;1
"352890 Mariápolis";1;-;1
"352900 Marília";70;39;109
"352910 Marinópolis";1;-;1
"352920 Martinópolis";18;1;19
"352930 Matão";22;7;29
"352940 Mauá";45;15;60
"352950 Mendonça";2;-;2
"352960 Meridiano";1;-;1
"352965 Mesópolis";1;-;1
"352970 Miguelópolis";7;-;7
"352980 Mineiros do Tietê";2;-;2
"352990 Miracatu";2;-;2
"353010 Mirandópolis";6;3;9
"353020 Mirante do Paranapanema";2;-;2
"353030 Mirassol";19;11;30
"353040 Mirassolândia";1;-;1
"353050 Mococa";14;18;32
"353060 Mogi das Cruzes";38;8;46
"353070 Mogi Guaçu";19;17;36
"353080 Mogi Mirim";24;7;31
"353100 Monções";1;-;1
"353110 Mongaguá";6;-;6
"353120 Monte Alegre do Sul";1;3;4
"353130 Monte Alto";12;21;33
"353140 Monte Aprazível";2;-;2
"353150 Monte Azul Paulista";2;3;5
"353160 Monte Castelo";1;-;1
"353180 Monte Mor";5;-;5
"353170 Monteiro Lobato";1;-;1
"353190 Morro Agudo";2;6;8
"353200 Morungaba";1;-;1
"353220 Narandiba";1;-;1
"353230 Natividade da Serra";1;-;1
"353240 Nazaré Paulista";2;2;4
"353250 Neves Paulista";1;-;1
"353260 Nhandeara";5;1;6
"353270 Nipoã";1;-;1
"353280 Nova Aliança";1;-;1
"353282 Nova Campina";1;-;1
"353284 Nova Canaã Paulista";1;-;1
"353286 Nova Castilho";1;-;1
"353290 Nova Europa";1;-;1
"353300 Nova Granada";4;2;6
"353310 Nova Guataporanga";1;-;1
"353320 Nova Independência";1;-;1
"353330 Nova Luzitânia";1;-;1
"353340 Nova Odessa";2;4;6
"353325 Novais";1;-;1
"353350 Novo Horizonte";4;7;11
"353380 Óleo";1;-;1
"353390 Olímpia";8;7;15
"353400 Onda Verde";2;-;2
"353410 Oriente";1;2;3
"353420 Orindiúva";4;-;4
"353430 Orlândia";7;9;16
"353440 Osasco";51;93;144
"353450 Oscar Bressane";1;-;1
"353460 Osvaldo Cruz";7;2;9
"353470 Ourinhos";19;26;45
"353480 Ouro Verde";2;-;2
"353475 Ouroeste";2;1;3
"353490 Pacaembu";2;1;3
"353500 Palestina";2;1;3
"353510 Palmares Paulista";2;-;2
"353520 Palmeira d'Oeste";1;-;1
"353530 Palmital";5;1;6
"353540 Panorama";2;1;3
"353550 Paraguaçu Paulista";14;5;19
"353560 Paraibuna";3;-;3
"353580 Paranapanema";1;-;1
"353590 Paranapuã";1;-;1
"353600 Parapuã";2;-;2
"353610 Pardinho";1;-;1
"353620 Pariquera-Açu";3;-;3
"353625 Parisi";1;-;1
"353630 Patrocínio Paulista";2;-;2
"353640 Paulicéia";1;-;1
"353650 Paulínia";16;14;30
"353670 Pederneiras";7;1;8
"353680 Pedra Bela";1;1;2
"353690 Pedranópolis";1;-;1
"353700 Pedregulho";2;-;2
"353710 Pedreira";6;9;15
"353715 Pedrinhas Paulista";2;-;2
"353720 Pedro de Toledo";1;-;1
"353730 Penápolis";12;4;16
"353740 Pereira Barreto";2;5;7
"353760 Peruíbe";4;9;13
"353770 Piacatu";1;-;1
"353780 Piedade";6;8;14
"353790 Pilar do Sul";4;-;4
"353800 Pindamonhangaba";9;17;26
"353810 Pindorama";2;-;2
"353820 Pinhalzinho";2;-;2
"353850 Piquete";1;-;1
"353860 Piracaia";7;-;7
"353870 Piracicaba";33;74;107
"353880 Piraju";3;3;6
"353890 Pirajuí";9;2;11
"353900 Pirangi";1;-;1
"353910 Pirapora do Bom Jesus";2;-;2
"353920 Pirapozinho";7;1;8
"353930 Pirassununga";15;10;25
"353940 Piratininga";2;-;2
"353950 Pitangueiras";10;3;13
"353960 Planalto";1;-;1
"353970 Platina";1;-;1
"353980 Poá";10;2;12
"353990 Poloni";1;1;2
"354000 Pompéia";8;22;30
"354010 Pongaí";1;-;1
"354020 Pontal";7;2;9
"354025 Pontalinda";1;-;1
"354030 Pontes Gestal";1;-;1
"354050 Porangaba";2;-;2
"354060 Porto Feliz";2;4;6
"354070 Porto Ferreira";3;5;8
"354075 Potim";5;-;5
"354080 Potirendaba";1;-;1
"354085 Pracinha";3;-;3
"354090 Pradópolis";1;1;2
"354100 Praia Grande";22;20;42
"354105 Pratânia";1;-;1
"354110 Presidente Alves";1;-;1
"354120 Presidente Bernardes";9;1;10
"354130 Presidente Epitácio";4;3;7
"354140 Presidente Prudente";55;55;110
"354150 Presidente Venceslau";13;-;13
"354160 Promissão";9;1;10
"354165 Quadra";1;-;1
"354170 Quatá";2;3;5
"354180 Queiroz";1;-;1
"354190 Queluz";3;-;3
"354200 Quintana";1;1;2
"354210 Rafard";1;-;1
"354220 Rancharia";8;-;8
"354230 Redenção da Serra";1;-;1
"354240 Regente Feijó";3;1;4
"354250 Reginópolis";3;-;3
"354260 Registro";9;1;10
"354270 Restinga";1;-;1
"354290 Ribeirão Bonito";1;1;2
"354300 Ribeirão Branco";1;-;1
"354310 Ribeirão Corrente";2;-;2
"354320 Ribeirão do Sul";1;-;1
"354323 Ribeirão dos Índios";1;-;1
"354330 Ribeirão Pires";30;15;45
"354340 Ribeirão Preto";131;172;303
"354370 Rincão";1;-;1
"354380 Rinópolis";1;-;1
"354390 Rio Claro";29;29;58
"354400 Rio das Pedras";3;2;5
"354410 Rio Grande da Serra";3;2;5
"354420 Riolândia";3;-;3
"354425 Rosana";2;3;5
"354430 Roseira";2;1;3
"354440 Rubiácea";1;-;1
"354450 Rubinéia";1;-;1
"354480 Sales";1;-;1
"354490 Sales Oliveira";1;-;1
"354500 Salesópolis";1;-;1
"354510 Salmourão";1;-;1
"354515 Saltinho";1;-;1
"354520 Salto";12;8;20
"354530 Salto de Pirapora";6;2;8
"354540 Salto Grande";3;-;3
"354550 Sandovalina";2;-;2
"354560 Santa Adélia";3;-;3
"354570 Santa Albertina";1;-;1
"354580 Santa Bárbara d'Oeste";12;7;19
"354600 Santa Branca";1;-;1
"354625 Santa Cruz da Esperança";1;-;1
"354630 Santa Cruz das Palmeiras";3;4;7
"354640 Santa Cruz do Rio Pardo";9;3;12
"354660 Santa Fé do Sul";11;6;17
"354670 Santa Gertrudes";4;3;7
"354680 Santa Isabel";8;2;10
"354690 Santa Lúcia";1;-;1
"354710 Santa Mercedes";1;-;1
"354750 Santa Rita do Passa Quatro";12;2;14
"354760 Santa Rosa de Viterbo";2;3;5
"354730 Santana de Parnaíba";29;-;29
"354770 Santo Anastácio";2;4;6
"354780 Santo André";90;113;203
"354790 Santo Antônio da Alegria";4;-;4
"354800 Santo Antônio de Posse";3;2;5
"354805 Santo Antônio do Aracanguá";1;-;1
"354810 Santo Antônio do Jardim";1;-;1
"354820 Santo Antônio do Pinhal";1;-;1
"354850 Santos";92;128;220
"354860 São Bento do Sapucaí";2;-;2
"354870 São Bernardo do Campo";121;159;280
"354880 São Caetano do Sul";48;53;101
"354890 São Carlos";31;17;48
"354900 São Francisco";1;-;1
"354910 São João da Boa Vista";19;41;60
"354920 São João das Duas Pontes";1;-;1
"354930 São João do Pau d'Alho";1;-;1
"354940 São Joaquim da Barra";3;7;10
"354950 São José da Bela Vista";1;-;1
"354960 São José do Barreiro";1;-;1
"354970 São José do Rio Pardo";10;12;22
"354980 São José do Rio Preto";122;75;197
"354990 São José dos Campos";58;277;335
"354995 São Lourenço da Serra";1;-;1
"355000 São Luís do Paraitinga";1;-;1
"355010 São Manuel";3;12;15
"355020 São Miguel Arcanjo";5;-;5
"355030 São Paulo";1816;1260;3076
"355040 São Pedro";5;4;9
"355060 São Roque";5;19;24
"355070 São Sebastião";23;2;25
"355080 São Sebastião da Grama";4;1;5
"355090 São Simão";4;1;5
"355100 São Vicente";35;16;51
"355110 Sarapuí";2;-;2
"355120 Sarutaiá";1;-;1
"355130 Sebastianópolis do Sul";2;-;2
"355140 Serra Azul";5;-;5
"355160 Serra Negra";7;2;9
"355150 Serrana";5;-;5
"355170 Sertãozinho";10;34;44
"355180 Sete Barras";1;-;1
"355190 Severínia";2;-;2
"355200 Silveiras";-;1;1
"355210 Socorro";6;2;8
"355220 Sorocaba";69;76;145
"355230 Sud Mennucci";5;-;5
"355240 Sumaré";29;8;37
"355255 Suzanápolis";1;-;1
"355250 Suzano";22;13;35
"355260 Tabapuã";2;-;2
"355270 Tabatinga";1;1;2
"355280 Taboão da Serra";30;7;37
"355290 Taciba";1;-;1
"355300 Taguaí";1;-;1
"355310 Taiaçu";1;1;2
"355320 Taiúva";1;-;1
"355330 Tambaú";3;5;8
"355340 Tanabi";2;-;2
"355350 Tapiraí";1;-;1
"355360 Tapiratiba";1;-;1
"355365 Taquaral";1;-;1
"355370 Taquaritinga";10;4;14
"355380 Taquarituba";3;-;3
"355385 Taquarivaí";1;-;1
"355390 Tarabai";2;-;2
"355395 Tarumã";3;-;3
"355400 Tatuí";16;20;36
"355410 Taubaté";54;52;106
