"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"355370 Taquaritinga";-;-;17;92;109
"355380 Taquarituba";-;-;6;4;10
"355385 Taquarivaí";-;-;3;-;3
"355390 Tarabai";-;-;2;-;2
"355395 Tarumã";-;-;10;1;11
"355400 Tatuí";-;-;28;237;265
"355410 Taubaté";-;7;58;418;483
"355420 Tejupá";-;-;3;-;3
"355430 Teodoro Sampaio";-;-;11;10;21
"355440 Terra Roxa";-;-;6;4;10
"355450 Tietê";-;-;12;79;91
"355460 Timburi";-;-;1;-;1
"355465 Torre de Pedra";-;-;1;-;1
"355470 Torrinha";-;-;2;2;4
"355475 Trabiju";-;-;1;-;1
"355480 Tremembé";-;-;8;11;19
"355490 Três Fronteiras";-;-;2;-;2
"355495 Tuiuti";-;-;2;-;2
"355500 Tupã";-;-;16;88;104
"355510 Tupi Paulista";-;-;7;16;23
"355520 Turiúba";-;-;2;-;2
"355530 Turmalina";-;-;2;-;2
"355535 Ubarana";-;-;1;-;1
"355540 Ubatuba";-;-;25;30;55
"355550 Ubirajara";-;-;1;-;1
"355560 Uchoa";-;-;3;5;8
"355570 União Paulista";-;-;2;-;2
"355580 Urânia";-;-;2;2;4
"355590 Uru";-;-;1;-;1
"355600 Urupês";-;-;4;4;8
"355610 Valentim Gentil";-;-;2;2;4
"355620 Valinhos";-;-;23;209;232
"355630 Valparaíso";-;1;4;12;17
"355635 Vargem";-;-;1;-;1
"355640 Vargem Grande do Sul";-;-;9;47;56
"355645 Vargem Grande Paulista";-;-;8;4;12
"355650 Várzea Paulista";-;-;19;10;29
"355660 Vera Cruz";-;-;3;5;8
"355670 Vinhedo";-;-;9;191;200
"355680 Viradouro";-;-;8;20;28
"355690 Vista Alegre do Alto";-;-;3;3;6
"355695 Vitória Brasil";-;-;1;-;1
"355700 Votorantim";-;-;28;38;66
"355710 Votuporanga";-;3;18;153;174
"355715 Zacarias";-;-;1;-;1
"Total";6;424;6770;37020;44220
&
"Município";"Federal";"Estadual";"Municipal";"Privada";"Total"
"350010 Adamantina";-;1;6;67;74
"350020 Adolfo";-;-;1;2;3
"350030 Aguaí";-;-;11;21;32
"350040 Águas da Prata";-;-;3;3;6
"350050 Águas de Lindóia";-;-;8;13;21
"350055 Águas de Santa Bárbara";-;-;2;4;6
"350060 Águas de São Pedro";-;-;3;-;3
"350070 Agudos";-;-;7;16;23
"350075 Alambari";-;-;7;-;7
"350080 Alfredo Marcondes";-;-;1;-;1
"350090 Altair";-;-;3;2;5
"350100 Altinópolis";-;-;11;10;21
"350110 Alto Alegre";-;-;4;-;4
"350115 Alumínio";-;-;5;-;5
"350120 Álvares Florence";-;-;2;-;2
"350130 Álvares Machado";-;-;7;7;14
"350140 Álvaro de Carvalho";-;1;1;-;2
"350150 Alvinlândia";-;-;1;-;1
"350160 Americana";-;1;30;307;338
"350170 Américo Brasiliense";-;1;2;4;7
"350180 Américo de Campos";-;-;1;-;1
"350190 Amparo";-;-;23;143;166
"350200 Analândia";-;-;1;2;3
"350210 Andradina";-;2;7;59;68
"350220 Angatuba";-;-;12;6;18
"350230 Anhembi";-;-;2;1;3
"350240 Anhumas";-;-;2;-;2
"350250 Aparecida";-;-;11;11;22
"350260 Aparecida d'Oeste";-;-;1;2;3
"350270 Apiaí";-;-;18;8;26
"350275 Araçariguama";-;-;1;3;4
"350280 Araçatuba";-;10;54;289;353
"350290 Araçoiaba da Serra";-;-;7;1;8
"350300 Aramina";-;-;3;-;3
"350310 Arandu";-;-;4;-;4
"350315 Arapeí";-;-;1;1;2
"350320 Araraquara";-;11;55;349;415
"350330 Araras";-;-;29;188;217
"350335 Arco-Íris";-;-;1;-;1
"350340 Arealva";-;-;4;1;5
"350350 Areias";-;-;1;-;1
"350360 Areiópolis";-;-;5;8;13
"350370 Ariranha";-;-;3;2;5
"350380 Artur Nogueira";-;-;13;15;28
"350390 Arujá";-;-;8;14;22
"350395 Aspásia";-;-;1;-;1
"350400 Assis";-;4;28;138;170
"350410 Atibaia";-;-;22;235;257
"350420 Auriflama";-;-;3;4;7
"350430 Avaí";-;-;1;-;1
"350440 Avanhandava";-;1;8;2;11
"350450 Avaré";-;7;15;64;86
"350460 Bady Bassitt";-;-;3;3;6
"350470 Balbinos";-;2;1;-;3
"350480 Bálsamo";-;-;2;-;2
"350490 Bananal";-;-;6;2;8
"350500 Barão de Antonina";-;-;3;-;3
"350510 Barbosa";-;-;1;-;1
"350520 Bariri";-;-;7;30;37
"350530 Barra Bonita";-;-;5;38;43
"350535 Barra do Chapéu";-;-;2;-;2
"350540 Barra do Turvo";-;-;4;-;4
"350550 Barretos";-;3;24;118;145
"350560 Barrinha";-;-;6;6;12
"350570 Barueri";-;-;27;92;119
"350580 Bastos";-;-;7;10;17
"350590 Batatais";-;1;14;146;161
"350600 Bauru";-;16;65;269;350
"350610 Bebedouro";-;-;24;103;127
"350620 Bento de Abreu";-;-;3;-;3
"350630 Bernardino de Campos";-;-;3;2;5
"350635 Bertioga";-;-;9;8;17
"350640 Bilac";-;-;1;2;3
"350650 Birigui";-;1;16;54;71
"350660 Biritiba-Mirim";-;-;9;5;14
"350670 Boa Esperança do Sul";-;-;6;1;7
"350680 Bocaina";-;-;3;4;7
"350690 Bofete";-;-;1;-;1
"350700 Boituva";-;-;9;37;46
"350710 Bom Jesus dos Perdões";-;-;3;11;14
"350715 Bom Sucesso de Itararé";-;-;2;-;2
"350720 Borá";-;-;1;-;1
"350730 Boracéia";-;-;1;1;2
"350740 Borborema";-;-;7;9;16
"350745 Borebi";-;-;1;1;2
"350750 Botucatu";-;16;20;217;253
"350760 Bragança Paulista";-;2;36;124;162
"350770 Braúna";-;-;3;-;3
"350775 Brejo Alegre";-;-;2;-;2
"350780 Brodowski";-;-;7;5;12
"350790 Brotas";-;-;6;16;22
"350800 Buri";-;-;9;4;13
"350810 Buritama";-;-;8;3;11
"350820 Buritizal";-;-;2;1;3
"350830 Cabrália Paulista";-;-;1;-;1
"350840 Cabreúva";-;-;8;6;14
"350850 Caçapava";-;-;21;165;186
"350860 Cachoeira Paulista";-;-;16;22;38
"350870 Caconde";-;-;3;17;20
"350880 Cafelândia";-;-;4;20;24
"350890 Caiabu";-;-;2;-;2
"350900 Caieiras";-;-;18;17;35
"350910 Caiuá";-;-;4;-;4
"350920 Cajamar";-;-;14;16;30
"350925 Cajati";-;-;6;8;14
"350930 Cajobi";-;-;3;6;9
"350940 Cajuru";-;-;18;14;32
"350945 Campina do Monte Alegre";-;-;2;-;2
"350950 Campinas";-;12;88;942;1042
"350960 Campo Limpo Paulista";-;-;14;22;36
"350970 Campos do Jordão";-;-;15;23;38
"350980 Campos Novos Paulista";-;-;1;-;1
"350990 Cananéia";-;-;4;-;4
"350995 Canas";-;-;1;-;1
"351000 Cândido Mota";-;-;10;30;40
"351010 Cândido Rodrigues";-;-;1;-;1
"351015 Canitar";-;-;2;-;2
"351020 Capão Bonito";-;-;17;13;30
"351030 Capela do Alto";-;-;5;1;6
"351040 Capivari";-;-;12;118;130
"351050 Caraguatatuba";-;1;32;53;86
"351060 Carapicuíba";-;1;21;24;46
"351070 Cardoso";-;-;5;6;11
"351080 Casa Branca";-;5;7;37;49
"351090 Cássia dos Coqueiros";-;-;3;-;3
"351100 Castilho";-;-;1;5;6
"351110 Catanduva";-;-;33;229;262
"351120 Catiguá";-;-;1;-;1
"351130 Cedral";-;-;2;4;6
"351140 Cerqueira César";-;-;6;5;11
"351150 Cerquilho";-;-;13;114;127
"351160 Cesário Lange";-;-;4;1;5
"351170 Charqueada";-;-;5;9;14
"355720 Chavantes";-;-;4;6;10
"351190 Clementina";-;-;1;2;3
"351200 Colina";-;-;8;32;40
"351210 Colômbia";-;-;5;2;7
"351220 Conchal";-;-;9;22;31
"351230 Conchas";-;-;11;26;37
"351240 Cordeirópolis";-;-;6;4;10
"351250 Coroados";-;-;2;-;2
"351260 Coronel Macedo";-;-;3;-;3
"351270 Corumbataí";-;-;1;-;1
"351280 Cosmópolis";-;-;17;27;44
"351290 Cosmorama";-;-;3;1;4
"351300 Cotia";-;-;31;39;70
"351310 Cravinhos";-;-;5;16;21
"351320 Cristais Paulista";-;-;3;-;3
"351330 Cruzália";-;-;3;1;4
"351340 Cruzeiro";-;-;30;166;196
"351350 Cubatão";-;-;25;88;113
"351360 Cunha";-;-;5;2;7
"351370 Descalvado";-;-;11;19;30
"351380 Diadema";-;2;34;83;119
"351385 Dirce Reis";-;-;1;-;1
"351390 Divinolândia";-;-;4;17;21
"351400 Dobrada";-;-;1;1;2
"351410 Dois Córregos";-;-;7;23;30
"351420 Dolcinópolis";-;-;2;-;2
"351430 Dourado";-;-;4;5;9
"351440 Dracena";-;1;7;105;113
"351450 Duartina";-;-;4;12;16
"351460 Dumont";-;-;1;-;1
"351470 Echaporã";-;-;3;-;3
"351480 Eldorado";-;-;5;-;5
"351490 Elias Fausto";-;-;3;1;4
"351492 Elisiário";-;-;1;-;1
"351495 Embaúba";-;-;1;-;1
"351500 Embu das Artes";-;-;20;6;26
"351510 Embu-Guaçu";-;-;9;4;13
"351512 Emilianópolis";-;-;1;-;1
"351515 Engenheiro Coelho";-;-;5;1;6
"351518 Espírito Santo do Pinhal";-;-;9;99;108
"351519 Espírito Santo do Turvo";-;-;2;-;2
"355730 Estiva Gerbi";-;-;3;2;5
"351520 Estrela d'Oeste";-;-;1;12;13
"351530 Estrela do Norte";-;-;1;-;1
"351535 Euclides da Cunha Paulista";-;-;5;1;6
"351540 Fartura";-;-;4;23;27
"351560 Fernando Prestes";-;-;2;2;4
"351550 Fernandópolis";-;2;21;181;204
"351565 Fernão";-;-;1;-;1
"351570 Ferraz de Vasconcelos";-;1;15;7;23
"351580 Flora Rica";-;-;1;-;1
"351590 Floreal";-;-;1;-;1
"351600 Flórida Paulista";-;1;3;3;7
"351610 Florínia";-;-;2;-;2
"351620 Franca";-;7;42;314;363
"351630 Francisco Morato";-;1;22;15;38
"351640 Franco da Rocha";-;12;21;21;54
"351650 Gabriel Monteiro";-;-;1;-;1
"351660 Gália";-;-;2;3;5
"351670 Garça";-;-;14;29;43
"351680 Gastão Vidigal";-;-;1;-;1
"351685 Gavião Peixoto";-;-;2;-;2
"351690 General Salgado";-;-;4;8;12
"351700 Getulina";-;1;2;1;4
"351710 Glicério";-;-;5;-;5
"351720 Guaiçara";-;-;5;4;9
"351730 Guaimbê";-;-;2;1;3
"351740 Guaíra";-;-;16;33;49
"351750 Guapiaçu";-;-;4;7;11
"351760 Guapiara";-;-;8;1;9
"351770 Guará";-;-;7;12;19
"351780 Guaraçaí";-;-;1;10;11
"351790 Guaraci";-;-;5;-;5
"351800 Guarani d'Oeste";-;-;1;-;1
"351810 Guarantã";-;-;1;1;2
"351820 Guararapes";-;-;9;18;27
"351830 Guararema";-;1;3;3;7
"351840 Guaratinguetá";1;1;23;107;132
"351850 Guareí";-;1;5;-;6
"351860 Guariba";-;-;7;10;17
"351870 Guarujá";-;-;36;141;177
"351880 Guarulhos";1;3;100;333;437
"351885 Guatapará";-;-;2;-;2
"351890 Guzolândia";-;-;1;-;1
"351900 Herculândia";-;-;4;1;5
"351905 Holambra";-;-;4;3;7
"351907 Hortolândia";-;4;30;22;56
"351910 Iacanga";-;-;2;4;6
"351920 Iacri";-;-;2;4;6
"351925 Iaras";-;1;2;-;3
"351930 Ibaté";-;-;9;9;18
"351940 Ibirá";-;-;4;4;8
"351950 Ibirarema";-;-;2;-;2
"351960 Ibitinga";-;-;10;82;92
"351970 Ibiúna";-;-;20;13;33
"351980 Icém";-;-;5;2;7
"351990 Iepê";-;-;5;2;7
"352000 Igaraçu do Tietê";-;-;4;4;8
"352010 Igarapava";-;-;7;23;30
"352020 Igaratá";-;-;5;-;5
"352030 Iguape";-;-;7;6;13
"352042 Ilha Comprida";-;-;5;2;7
"352044 Ilha Solteira";-;-;9;49;58
"352040 Ilhabela";-;-;10;4;14
"352050 Indaiatuba";-;1;28;174;203
"352060 Indiana";-;-;3;1;4
"352070 Indiaporã";-;-;2;2;4
"352080 Inúbia Paulista";-;-;1;-;1
"352090 Ipaussu";-;-;2;9;11
"352100 Iperó";-;1;6;-;7
"352110 Ipeúna";-;-;2;-;2
"352115 Ipiguá";-;-;2;-;2
"352120 Iporanga";-;-;2;-;2
"352130 Ipuã";-;-;9;17;26
"352140 Iracemápolis";-;-;7;3;10
"352150 Irapuã";-;-;2;-;2
"352160 Irapuru";-;-;3;1;4
"352170 Itaberá";-;-;10;2;12
"352180 Itaí";-;1;6;19;26
"352190 Itajobi";-;-;5;6;11
"352200 Itaju";-;-;1;-;1
"352210 Itanhaém";-;-;19;22;41
"352215 Itaóca";-;-;2;-;2
"352220 Itapecerica da Serra";-;3;17;16;36
"352230 Itapetininga";-;10;32;150;192
"352240 Itapeva";-;3;30;78;111
"352250 Itapevi";-;1;23;23;47
"352260 Itapira";-;-;21;105;126
"352265 Itapirapuã Paulista";-;-;4;-;4
"352270 Itápolis";-;-;11;49;60
"352280 Itaporanga";-;-;2;3;5
"352290 Itapuí";-;-;2;2;4
"352300 Itapura";-;-;1;-;1
"352310 Itaquaquecetuba";-;1;21;10;32
"352320 Itararé";-;-;22;48;70
"352330 Itariri";-;-;4;-;4
"352340 Itatiba";-;-;21;59;80
"352350 Itatinga";-;-;2;9;11
"352360 Itirapina";-;2;2;6;10
"352370 Itirapuã";-;-;3;-;3
"352380 Itobi";-;-;2;-;2
"352390 Itu";-;2;41;119;162
"352400 Itupeva";-;-;20;24;44
"352410 Ituverava";-;-;15;97;112
"352420 Jaborandi";-;-;2;1;3
"352430 Jaboticabal";-;-;14;84;98
"352440 Jacareí";-;-;27;272;299
"352450 Jaci";-;-;2;6;8
"352460 Jacupiranga";-;-;6;3;9
"352470 Jaguariúna";-;-;11;31;42
"352480 Jales";-;4;10;90;104
"352490 Jambeiro";-;-;2;1;3
"352500 Jandira";-;-;17;5;22
"352510 Jardinópolis";-;-;13;11;24
"352520 Jarinu";-;-;5;3;8
"352530 Jaú";-;4;26;147;177
"352540 Jeriquara";-;-;1;-;1
"352550 Joanópolis";-;-;2;2;4
"352560 João Ramalho";-;-;1;-;1
"352570 José Bonifácio";-;-;10;18;28
"352580 Júlio Mesquita";-;-;1;-;1
"352585 Jumirim";-;-;2;2;4
"352590 Jundiaí";-;1;58;897;956
"352600 Junqueirópolis";-;-;6;7;13
"352610 Juquiá";-;-;7;1;8
"352620 Juquitiba";-;-;8;2;10
"352630 Lagoinha";-;-;3;-;3
"352640 Laranjal Paulista";-;-;13;38;51
"352650 Lavínia";-;-;6;-;6
"352660 Lavrinhas";-;-;4;-;4
"352670 Leme";-;-;27;103;130
"352680 Lençóis Paulista";-;-;15;109;124
"352690 Limeira";-;3;33;285;321
"352700 Lindóia";-;-;3;3;6
"352710 Lins";-;3;23;233;259
"352720 Lorena";-;-;22;141;163
"352725 Lourdes";-;-;1;-;1
"352730 Louveira";-;-;4;13;17
"352740 Lucélia";-;1;2;14;17
"352750 Lucianópolis";-;-;1;-;1
"352760 Luís Antônio";-;-;5;4;9
"352770 Luiziânia";-;-;1;1;2
"352780 Lupércio";-;-;2;-;2
"352790 Lutécia";-;-;1;-;1
"352800 Macatuba";-;-;5;7;12
"352810 Macaubal";-;-;1;6;7
"352820 Macedônia";-;-;1;-;1
"352830 Magda";-;-;1;-;1
"352840 Mairinque";-;-;22;11;33
"352850 Mairiporã";-;-;19;16;35
"352860 Manduri";-;-;4;6;10
"352870 Marabá Paulista";-;-;3;-;3
"352880 Maracaí";-;-;7;3;10
"352885 Marapoama";-;-;1;-;1
"352890 Mariápolis";-;-;1;-;1
"352900 Marília";-;3;58;372;433
"352910 Marinópolis";-;-;1;-;1
"352920 Martinópolis";-;-;11;12;23
"352930 Matão";-;1;16;88;105
"352940 Mauá";-;1;39;141;181
"352950 Mendonça";-;-;1;-;1
"352960 Meridiano";-;-;2;-;2
"352965 Mesópolis";-;-;1;-;1
"352970 Miguelópolis";-;-;9;12;21
"352980 Mineiros do Tietê";-;-;3;3;6
"353000 Mira Estrela";-;-;1;-;1
"352990 Miracatu";-;-;7;2;9
"353010 Mirandópolis";-;1;16;17;34
"353020 Mirante do Paranapanema";-;-;9;7;16
"353030 Mirassol";-;-;11;36;47
"353040 Mirassolândia";-;-;1;-;1
"353050 Mococa";-;1;19;112;132
"353060 Mogi das Cruzes";-;7;38;199;244
"353070 Mogi Guaçu";-;-;25;211;236
"353080 Mogi Mirim";-;1;18;91;110
"353090 Mombuca";-;-;1;-;1
"353100 Monções";-;-;2;1;3
"353110 Mongaguá";-;1;15;9;25
"353120 Monte Alegre do Sul";-;-;5;-;5
"353130 Monte Alto";-;-;14;127;141
"353140 Monte Aprazível";-;-;10;17;27
"353150 Monte Azul Paulista";-;-;4;15;19
"353160 Monte Castelo";-;-;1;-;1
"353180 Monte Mor";-;-;17;15;32
"353170 Monteiro Lobato";-;-;3;2;5
"353190 Morro Agudo";-;-;13;30;43
"353200 Morungaba";-;-;5;4;9
"353205 Motuca";-;-;3;1;4
"353210 Murutinga do Sul";-;-;1;1;2
"353215 Nantes";-;-;2;-;2
"353220 Narandiba";-;-;2;-;2
"353230 Natividade da Serra";-;-;2;-;2
"353240 Nazaré Paulista";-;-;2;2;4
"353250 Neves Paulista";-;-;3;4;7
"353260 Nhandeara";-;-;4;16;20
"353270 Nipoã";-;-;1;-;1
"353280 Nova Aliança";-;-;2;1;3
"353282 Nova Campina";-;-;3;-;3
"353284 Nova Canaã Paulista";-;-;2;-;2
"353286 Nova Castilho";-;-;1;-;1
"353290 Nova Europa";-;-;4;1;5
"353300 Nova Granada";-;-;5;5;10
"353310 Nova Guataporanga";-;-;1;-;1
"353320 Nova Independência";-;-;1;-;1
"353330 Nova Luzitânia";-;-;1;-;1
"353340 Nova Odessa";-;-;8;28;36
"353325 Novais";-;-;1;-;1
"353350 Novo Horizonte";-;-;8;34;42
"353360 Nuporanga";-;-;6;11;17
"353370 Ocauçu";-;-;2;-;2
"353380 Óleo";-;-;3;-;3
"353390 Olímpia";-;1;12;46;59
"353400 Onda Verde";-;-;3;-;3
"353410 Oriente";-;-;2;-;2
"353420 Orindiúva";-;-;1;1;2
"353430 Orlândia";-;2;11;78;91
"353440 Osasco";-;8;55;397;460
"353450 Oscar Bressane";-;-;1;-;1
"353460 Osvaldo Cruz";-;2;8;26;36
"353470 Ourinhos";-;-;25;235;260
"353480 Ouro Verde";-;-;3;1;4
"353475 Ouroeste";-;-;3;5;8
"353490 Pacaembu";-;2;4;7;13
"353500 Palestina";-;-;2;6;8
"353510 Palmares Paulista";-;-;2;3;5
"353520 Palmeira d'Oeste";-;-;3;3;6
"353530 Palmital";-;-;8;9;17
"353540 Panorama";-;-;3;3;6
"353550 Paraguaçu Paulista";-;1;14;33;48
"353560 Paraibuna";-;-;7;2;9
"353570 Paraíso";-;-;1;1;2
"353580 Paranapanema";-;-;4;2;6
"353590 Paranapuã";-;-;1;1;2
"353600 Parapuã";-;-;4;1;5
"353610 Pardinho";-;-;2;1;3
"353620 Pariquera-Açu";-;-;7;3;10
"353625 Parisi";-;-;1;-;1
"353630 Patrocínio Paulista";-;-;6;2;8
"353640 Paulicéia";-;-;2;1;3
"353650 Paulínia";-;-;22;63;85
"353657 Paulistânia";-;-;1;-;1
"353660 Paulo de Faria";-;-;1;3;4
"353670 Pederneiras";-;-;12;21;33
"353680 Pedra Bela";-;-;1;-;1
"353690 Pedranópolis";-;-;3;-;3
"353700 Pedregulho";-;-;9;9;18
"353710 Pedreira";-;-;8;12;20
"353715 Pedrinhas Paulista";-;-;3;4;7
"353720 Pedro de Toledo";-;-;4;-;4
"353730 Penápolis";-;-;19;91;110
"353740 Pereira Barreto";-;-;8;12;20
"353750 Pereiras";-;-;5;2;7
"353760 Peruíbe";-;-;16;15;31
"353770 Piacatu";-;-;1;-;1
"353780 Piedade";-;-;9;10;19
"353790 Pilar do Sul";-;-;6;4;10
"353800 Pindamonhangaba";-;-;32;191;223
"353810 Pindorama";-;-;5;3;8
"353820 Pinhalzinho";-;-;4;2;6
"353830 Piquerobi";-;-;1;-;1
"353850 Piquete";-;-;5;3;8
"353860 Piracaia";-;-;2;3;5
"353870 Piracicaba";-;7;71;520;598
"353880 Piraju";-;1;11;40;52
"353890 Pirajuí";-;2;7;25;34
"353900 Pirangi";-;-;3;9;12
"353910 Pirapora do Bom Jesus";-;-;6;1;7
"353920 Pirapozinho";-;-;7;12;19
"353930 Pirassununga";1;-;22;96;119
"353940 Piratininga";-;-;2;1;3
"353950 Pitangueiras";-;-;11;17;28
"353960 Planalto";-;-;1;-;1
"353970 Platina";-;-;1;-;1
"353980 Poá";-;-;15;15;30
"353990 Poloni";-;-;3;2;5
"354000 Pompéia";-;-;10;36;46
"354010 Pongaí";-;-;1;1;2
"354020 Pontal";-;-;11;19;30
"354025 Pontalinda";-;-;1;-;1
"354030 Pontes Gestal";-;-;1;-;1
"354040 Populina";-;-;1;1;2
"354050 Porangaba";-;-;3;4;7
"354060 Porto Feliz";-;-;13;35;48
"354070 Porto Ferreira";-;-;14;83;97
"354075 Potim";-;-;4;-;4
"354080 Potirendaba";-;-;7;10;17
"354085 Pracinha";-;1;1;-;2
"354090 Pradópolis";-;-;6;6;12
"354100 Praia Grande";-;-;37;67;104
"354105 Pratânia";-;-;2;2;4
"354110 Presidente Alves";-;-;2;-;2
"354120 Presidente Bernardes";-;-;9;8;17
"354130 Presidente Epitácio";-;-;11;22;33
"354140 Presidente Prudente";-;9;34;412;455
"354150 Presidente Venceslau";-;-;12;38;50
"354160 Promissão";-;1;15;25;41
"354165 Quadra";-;-;1;-;1
"354170 Quatá";-;-;6;10;16
"354180 Queiroz";-;-;1;-;1
"354190 Queluz";-;-;3;-;3
"354200 Quintana";-;-;4;-;4
"354210 Rafard";-;-;3;-;3
"354220 Rancharia";-;-;7;28;35
"354230 Redenção da Serra";-;-;2;1;3
"354240 Regente Feijó";-;-;7;5;12
"354250 Reginópolis";-;2;1;1;4
"354260 Registro";-;2;13;61;76
"354270 Restinga";-;-;3;-;3
"354280 Ribeira";-;-;4;-;4
"354290 Ribeirão Bonito";-;-;6;9;15
"354300 Ribeirão Branco";-;-;9;1;10
"354310 Ribeirão Corrente";-;-;2;-;2
"354320 Ribeirão do Sul";-;-;1;-;1
"354323 Ribeirão dos Índios";-;-;1;-;1
"354325 Ribeirão Grande";-;-;2;1;3
"354330 Ribeirão Pires";-;-;19;62;81
"354340 Ribeirão Preto";-;15;68;670;753
"354360 Rifaina";-;-;1;-;1
"354370 Rincão";-;-;4;2;6
"354380 Rinópolis";-;-;3;1;4
"354390 Rio Claro";-;3;28;224;255
"354400 Rio das Pedras";-;-;8;57;65
"354410 Rio Grande da Serra";-;-;9;3;12
"354420 Riolândia";-;1;2;1;4
"354350 Riversul";-;-;3;1;4
"354425 Rosana";-;1;11;16;28
"354430 Roseira";-;-;4;-;4
"354440 Rubiácea";-;-;3;-;3
"354450 Rubinéia";-;-;2;-;2
"354460 Sabino";-;-;1;1;2
"354470 Sagres";-;-;1;-;1
"354480 Sales";-;-;1;-;1
"354490 Sales Oliveira";-;-;5;10;15
"354500 Salesópolis";-;-;5;2;7
"354510 Salmourão";-;-;1;-;1
"354515 Saltinho";-;-;1;-;1
"354520 Salto";-;-;23;46;69
"354530 Salto de Pirapora";-;-;11;17;28
"354540 Salto Grande";-;-;1;1;2
"354550 Sandovalina";-;-;2;-;2
"354560 Santa Adélia";-;-;5;5;10
"354570 Santa Albertina";-;-;2;3;5
"354580 Santa Bárbara d'Oeste";-;1;19;97;117
"354600 Santa Branca";-;-;5;5;10
"354610 Santa Clara d'Oeste";-;-;2;-;2
"354620 Santa Cruz da Conceição";-;-;4;-;4
"354625 Santa Cruz da Esperança";-;-;1;-;1
"354630 Santa Cruz das Palmeiras";-;-;4;50;54
"354640 Santa Cruz do Rio Pardo";-;-;13;36;49
"354650 Santa Ernestina";-;-;1;-;1
"354660 Santa Fé do Sul";-;1;12;51;64
"354670 Santa Gertrudes";-;-;9;26;35
"354680 Santa Isabel";-;-;15;8;23
"354690 Santa Lúcia";-;-;3;1;4
"354700 Santa Maria da Serra";-;-;2;3;5
"354710 Santa Mercedes";-;-;2;-;2
"354740 Santa Rita d'Oeste";-;-;1;-;1
"354750 Santa Rita do Passa Quatro";-;2;8;42;52
"354760 Santa Rosa de Viterbo";-;-;5;22;27
"354765 Santa Salete";-;-;1;-;1
"354720 Santana da Ponte Pensa";-;-;1;-;1
"354730 Santana de Parnaíba";-;-;17;6;23
"354770 Santo Anastácio";-;-;6;15;21
"354780 Santo André";-;6;61;546;613
"354790 Santo Antônio da Alegria";-;-;5;-;5
"354800 Santo Antônio de Posse";-;-;9;2;11
"354805 Santo Antônio do Aracanguá";-;-;3;-;3
"354810 Santo Antônio do Jardim";-;-;1;-;1
"354820 Santo Antônio do Pinhal";-;-;4;1;5
"354830 Santo Expedito";-;-;1;-;1
"354840 Santópolis do Aguapeí";-;-;1;-;1
"354850 Santos";-;8;77;1344;1429
"354860 São Bento do Sapucaí";-;-;6;5;11
"354870 São Bernardo do Campo";-;-;60;469;529
"354880 São Caetano do Sul";-;1;28;361;390
"354890 São Carlos";1;1;33;208;243
"354900 São Francisco";-;-;1;-;1
"354910 São João da Boa Vista";-;6;21;249;276
"354920 São João das Duas Pontes";-;-;2;-;2
"354925 São João de Iracema";-;-;1;-;1
"354930 São João do Pau d'Alho";-;-;1;1;2
"354940 São Joaquim da Barra";-;2;13;98;113
"354950 São José da Bela Vista";-;-;3;4;7
"354960 São José do Barreiro";-;-;3;-;3
"354970 São José do Rio Pardo";-;-;15;64;79
"354980 São José do Rio Preto";-;8;54;459;521
"354990 São José dos Campos";-;5;69;907;981
"354995 São Lourenço da Serra";-;-;3;-;3
"355000 São Luís do Paraitinga";-;-;4;3;7
"355010 São Manuel";-;-;9;35;44
"355020 São Miguel Arcanjo";-;-;12;25;37
"355030 São Paulo";4;104;676;8417;9201
"355040 São Pedro";-;-;6;42;48
"355050 São Pedro do Turvo";-;-;3;-;3
"355060 São Roque";-;-;15;101;116
"355070 São Sebastião";-;-;24;99;123
"355080 São Sebastião da Grama";-;-;6;11;17
"355090 São Simão";-;-;6;24;30
"355100 São Vicente";-;-;50;149;199
"355110 Sarapuí";-;-;4;1;5
"355120 Sarutaiá";-;-;1;-;1
"355130 Sebastianópolis do Sul";-;-;1;-;1
"355140 Serra Azul";-;2;2;2;6
"355160 Serra Negra";-;-;10;20;30
"355150 Serrana";-;-;12;6;18
"355170 Sertãozinho";-;-;13;55;68
"355180 Sete Barras";-;-;5;-;5
"355190 Severínia";-;-;4;2;6
"355200 Silveiras";-;-;3;-;3
"355210 Socorro";-;-;14;10;24
"355220 Sorocaba";-;9;56;354;419
"355230 Sud Mennucci";-;-;6;1;7
"355240 Sumaré";-;2;27;67;96
"355255 Suzanápolis";-;-;1;-;1
"355250 Suzano";-;2;29;86;117
"355260 Tabapuã";-;-;5;6;11
"355270 Tabatinga";-;-;6;32;38
"355280 Taboão da Serra";-;1;27;50;78
"355290 Taciba";-;-;4;-;4
"355300 Taguaí";-;-;2;7;9
"355310 Taiaçu";-;-;1;5;6
"355320 Taiúva";-;-;3;6;9
"355330 Tambaú";-;-;9;28;37
"355340 Tanabi";-;-;9;15;24
"355350 Tapiraí";-;-;2;-;2
"355360 Tapiratiba";-;-;5;6;11
"355365 Taquaral";-;-;1;-;1
"355370 Taquaritinga";-;-;17;79;96
"355380 Taquarituba";-;-;6;4;10
"355385 Taquarivaí";-;-;3;-;3
"355390 Tarabai";-;-;2;-;2
"355395 Tarumã";-;-;11;1;12
"355400 Tatuí";-;-;26;225;251
"355410 Taubaté";-;7;70;413;490
"355420 Tejupá";-;-;3;-;3
